route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,cap_applied_flag
BLR-SXR,2025-11-16,BLR,SXR,2411,15990.39,INR,117,0.63,1870875.63,0,0,,NORMAL,False
HYD-VNS,2025-11-16,HYD,VNS,1891,13064.5,INR,162,0.87,2116449.0,0,0,,NORMAL,False
BLR-GAU,2025-11-16,BLR,GAU,925,7095.64,INR,161,0.87,1142398.04,0,0,,NORMAL,False
MAA-BHO,2025-11-16,MAA,BHO,1729,11688.68,INR,152,0.82,1776679.36,0,0,,NORMAL,False
BLR-LKO,2025-11-16,BLR,LKO,861,6953.28,INR,138,0.74,959552.64,0,0,,NORMAL,False
GAU-CCU,2025-11-17,GAU,CCU,1295,10127.92,INR,130,0.7,1316629.6,0,0,,NORMAL,False
BLR-DEL,2025-11-17,BLR,DEL,1497,11922.92,INR,131,0.7,1561902.52,0,0,,NORMAL,False
AMD-LKO,2025-11-17,AMD,LKO,1385,11802.66,INR,142,0.76,1675977.72,0,0,,NORMAL,False
LKO-GOI,2025-11-17,LKO,GOI,2795,19687.06,INR,158,0.85,3110555.48,0,0,,NORMAL,False
GAU-SXR,2025-11-17,GAU,SXR,2041,14342.73,INR,165,0.89,2366550.45,0,0,,NORMAL,False
BHO-PAT,2025-11-17,BHO,PAT,1196,9514.47,INR,173,0.93,1646003.31,0,0,,NORMAL,False
SXR-DEL,2025-11-17,SXR,DEL,1064,8458.46,INR,108,0.58,913513.68,0,0,,NORMAL,False
ATQ-SXR,2025-11-17,ATQ,SXR,2002,15296.17,INR,131,0.7,2003798.27,0,0,,NORMAL,False
IXB-VNS,2025-11-17,IXB,VNS,1802,12061.9,INR,147,0.79,1773099.3,0,0,,NORMAL,False
VNS-PAT,2025-11-17,VNS,PAT,608,6476.82,INR,84,0.45,544052.88,0,0,,NORMAL,False
PNQ-COK,2025-11-17,PNQ,COK,2583,16564.84,INR,82,0.44,1358316.88,0,0,,NORMAL,False
SXR-JAI,2025-11-17,SXR,JAI,636,7614.46,INR,108,0.58,822361.68,0,0,,NORMAL,False
PNQ-IXB,2025-11-17,PNQ,IXB,1530,12470.85,INR,143,0.77,1783331.55,0,0,,NORMAL,False
IXB-PNQ,2025-11-17,IXB,PNQ,1924,12115.43,INR,128,0.69,1550775.04,0,0,,NORMAL,False
LKO-DEL,2025-11-17,LKO,DEL,1287,9547.61,INR,133,0.72,1269832.13,0,0,,NORMAL,False
AMD-GOI,2025-11-17,AMD,GOI,1030,8506.8,INR,183,0.98,1556744.4,0,0,,NORMAL,False
IXB-LKO,2025-11-17,IXB,LKO,1204,9363.78,INR,126,0.68,1179836.28,0,0,,NORMAL,False
HYD-VNS,2025-11-17,HYD,VNS,2084,14102.32,INR,132,0.71,1861506.24,0,0,,NORMAL,False
BLR-COK,2025-11-17,BLR,COK,593,7010.18,INR,186,1.0,1303893.48,0,0,,NORMAL,False
HYD-JAI,2025-11-17,HYD,JAI,1116,8457.93,INR,178,0.96,1505511.54,0,0,,NORMAL,False
PAT-COK,2025-11-17,PAT,COK,777,6376.58,INR,124,0.67,790695.92,0,0,,NORMAL,False
CCU-BOM,2025-11-17,CCU,BOM,1685,10339.04,INR,101,0.54,1044243.04,0,0,,NORMAL,False
GOI-JAI,2025-11-17,GOI,JAI,2234,15935.43,INR,82,0.44,1306705.26,0,0,,NORMAL,False
COK-GOI,2025-11-17,COK,GOI,1294,9107.53,INR,119,0.64,1083796.07,0,0,,NORMAL,False
COK-PAT,2025-11-17,COK,PAT,2006,12518.78,INR,126,0.68,1577366.28,0,0,,NORMAL,False
IXB-MAA,2025-11-17,IXB,MAA,756,6855.57,INR,135,0.73,925501.95,0,0,,NORMAL,False
CCU-GAU,2025-11-17,CCU,GAU,1370,8943.0,INR,97,0.52,867471.0,0,0,,NORMAL,False
BHO-AMD,2025-11-17,BHO,AMD,2518,18036.77,INR,104,0.56,1875824.08,0,0,,NORMAL,False
JAI-SXR,2025-11-17,JAI,SXR,1601,12684.34,INR,171,0.92,2169022.14,0,0,,NORMAL,False
COK-ATQ,2025-11-17,COK,ATQ,2448,14444.49,INR,159,0.85,2296673.91,0,0,,NORMAL,False
HYD-IXC,2025-11-17,HYD,IXC,905,7987.22,INR,111,0.6,886581.42,0,0,,NORMAL,False
BHO-GOI,2025-11-17,BHO,GOI,2327,14852.94,INR,102,0.55,1514999.88,0,0,,NORMAL,False
LKO-IXC,2025-11-17,LKO,IXC,2595,16663.01,INR,118,0.63,1966235.18,0,0,,NORMAL,False
ATQ-PNQ,2025-11-17,ATQ,PNQ,2325,13781.45,INR,125,0.67,1722681.25,0,0,,NORMAL,False
CCU-PNQ,2025-11-17,CCU,PNQ,2536,17185.73,INR,116,0.62,1993544.68,0,0,,NORMAL,False
JAI-DEL,2025-11-17,JAI,DEL,1887,14612.96,INR,91,0.49,1329779.36,0,0,,NORMAL,False
SXR-COK,2025-11-17,SXR,COK,1511,9773.67,INR,150,0.81,1466050.5,0,0,,NORMAL,False
GOI-COK,2025-11-17,GOI,COK,574,6676.89,INR,130,0.7,867995.7,0,0,,NORMAL,False
MAA-LKO,2025-11-17,MAA,LKO,314,5476.61,INR,83,0.45,454558.63,0,0,,NORMAL,False
HYD-MAA,2025-11-17,HYD,MAA,2504,14916.04,INR,167,0.9,2490978.68,0,0,,NORMAL,False
IXB-JAI,2025-11-17,IXB,JAI,1112,8874.59,INR,169,0.91,1499805.71,0,0,,NORMAL,False
DEL-LKO,2025-11-17,DEL,LKO,789,6987.3,INR,107,0.58,747641.1,0,0,,NORMAL,False
ATQ-VNS,2025-11-17,ATQ,VNS,2787,17306.02,INR,101,0.54,1747908.02,0,0,,NORMAL,False
IXC-PNQ,2025-11-17,IXC,PNQ,1534,11631.13,INR,99,0.53,1151481.87,0,0,,NORMAL,False
BOM-CCU,2025-11-17,BOM,CCU,574,6086.76,INR,167,0.9,1016488.92,0,0,,NORMAL,False
GAU-MAA,2025-11-17,GAU,MAA,2243,14211.93,INR,131,0.7,1861762.83,0,0,,NORMAL,False
CCU-BLR,2025-11-17,CCU,BLR,1334,10992.68,INR,180,0.97,1978682.4,0,0,,NORMAL,False
LKO-COK,2025-11-17,LKO,COK,2605,15686.86,INR,175,0.94,2745200.5,0,0,,NORMAL,False
JAI-CCU,2025-11-17,JAI,CCU,328,5526.88,INR,176,0.95,972730.88,0,0,,NORMAL,False
IXB-COK,2025-11-17,IXB,COK,917,8261.97,INR,108,0.58,892292.76,0,0,,NORMAL,False
GOI-IXB,2025-11-17,GOI,IXB,1407,10458.53,INR,139,0.75,1453735.67,0,0,,NORMAL,False
MAA-BOM,2025-11-17,MAA,BOM,2334,13562.96,INR,105,0.56,1424110.8,0,0,,NORMAL,False
GAU-PNQ,2025-11-17,GAU,PNQ,510,5600.53,INR,96,0.52,537650.88,0,0,,NORMAL,False
PNQ-BLR,2025-11-17,PNQ,BLR,2148,14668.45,INR,144,0.77,2112256.8,0,0,,NORMAL,False
VNS-HYD,2025-11-17,VNS,HYD,2600,16092.49,INR,151,0.81,2429965.99,0,0,,NORMAL,False
CCU-HYD,2025-11-17,CCU,HYD,1322,10214.31,INR,102,0.55,1041859.62,0,0,,NORMAL,False
HYD-BLR,2025-11-17,HYD,BLR,989,9032.12,INR,106,0.57,957404.72,0,0,,NORMAL,False
COK-CCU,2025-11-17,COK,CCU,650,7432.51,INR,186,1.0,1382446.86,0,0,,NORMAL,False
IXB-GOI,2025-11-17,IXB,GOI,2140,15235.61,INR,147,0.79,2239634.67,0,0,,NORMAL,False
SXR-GAU,2025-11-17,SXR,GAU,500,5828.11,INR,164,0.88,955810.04,0,0,,NORMAL,False
JAI-VNS,2025-11-17,JAI,VNS,1256,10873.15,INR,87,0.47,945964.05,0,0,,NORMAL,False
IXB-IXC,2025-11-17,IXB,IXC,1221,8867.3,INR,117,0.63,1037474.1,0,0,,NORMAL,False
PAT-HYD,2025-11-17,PAT,HYD,1603,9842.83,INR,125,0.67,1230353.75,0,0,,NORMAL,False
PNQ-ATQ,2025-11-17,PNQ,ATQ,2436,15205.44,INR,175,0.94,2660952.0,0,0,,NORMAL,False
AMD-SXR,2025-11-17,AMD,SXR,1784,11166.16,INR,93,0.5,1038452.88,0,0,,NORMAL,False
AMD-GAU,2025-11-17,AMD,GAU,1962,14609.57,INR,113,0.61,1650881.41,0,0,,NORMAL,False
SXR-AMD,2025-11-17,SXR,AMD,1764,13630.03,INR,127,0.68,1731013.81,0,0,,NORMAL,False
MAA-CCU,2025-11-17,MAA,CCU,1290,8734.03,INR,122,0.66,1065551.66,0,0,,NORMAL,False
GOI-GAU,2025-11-17,GOI,GAU,2760,18141.41,INR,101,0.54,1832282.41,0,0,,NORMAL,False
PAT-CCU,2025-11-17,PAT,CCU,1725,10864.23,INR,98,0.53,1064694.54,0,0,,NORMAL,False
GOI-AMD,2025-11-17,GOI,AMD,1566,10237.79,INR,121,0.65,1238772.59,0,0,,NORMAL,False
GAU-JAI,2025-11-17,GAU,JAI,1061,7795.51,INR,145,0.78,1130348.95,0,0,,NORMAL,False
BLR-BHO,2025-11-17,BLR,BHO,1633,10849.17,INR,169,0.91,1833509.73,0,0,,NORMAL,False
AMD-PNQ,2025-11-17,AMD,PNQ,2733,15075.89,INR,125,0.67,1884486.25,0,0,,NORMAL,False
VNS-ATQ,2025-11-17,VNS,ATQ,2461,14333.11,INR,92,0.49,1318646.12,0,0,,NORMAL,False
CCU-MAA,2025-11-17,CCU,MAA,1333,11196.49,INR,183,0.98,2048957.67,0,0,,NORMAL,False
CCU-LKO,2025-11-17,CCU,LKO,512,6699.87,INR,139,0.75,931281.93,0,0,,NORMAL,False
VNS-DEL,2025-11-17,VNS,DEL,2259,13037.02,INR,91,0.49,1186368.82,0,0,,NORMAL,False
GOI-MAA,2025-11-17,GOI,MAA,1024,8548.16,INR,144,0.77,1230935.04,0,0,,NORMAL,False
IXC-CCU,2025-11-17,IXC,CCU,817,7112.57,INR,85,0.46,604568.45,0,0,,NORMAL,False
IXC-PAT,2025-11-17,IXC,PAT,1098,8661.43,INR,140,0.75,1212600.2,0,0,,NORMAL,False
VNS-SXR,2025-11-17,VNS,SXR,1163,10007.27,INR,86,0.46,860625.22,0,0,,NORMAL,False
AMD-ATQ,2025-11-17,AMD,ATQ,701,6026.67,INR,90,0.48,542400.3,0,0,,NORMAL,False
IXB-PAT,2025-11-17,IXB,PAT,2360,14988.26,INR,127,0.68,1903509.02,0,0,,NORMAL,False
BLR-CCU,2025-11-17,BLR,CCU,1629,10929.23,INR,99,0.53,1081993.77,0,0,,NORMAL,False
AMD-VNS,2025-11-17,AMD,VNS,402,6256.98,INR,156,0.84,976088.88,0,0,,NORMAL,False
IXB-BHO,2025-11-17,IXB,BHO,1078,8638.89,INR,117,0.63,1010750.13,0,0,,NORMAL,False
HYD-COK,2025-11-17,HYD,COK,1265,10410.58,INR,146,0.78,1519944.68,0,0,,NORMAL,False
PNQ-MAA,2025-11-17,PNQ,MAA,2034,15715.4,INR,98,0.53,1540109.2,0,0,,NORMAL,False
VNS-CCU,2025-11-17,VNS,CCU,1718,10397.21,INR,163,0.88,1694745.23,0,0,,NORMAL,False
VNS-BLR,2025-11-17,VNS,BLR,994,9179.91,INR,149,0.8,1367806.59,0,0,,NORMAL,False
DEL-BLR,2025-11-17,DEL,BLR,781,6704.96,INR,128,0.69,858234.88,0,0,,NORMAL,False
IXB-HYD,2025-11-17,IXB,HYD,1351,11198.63,INR,107,0.58,1198253.41,0,0,,NORMAL,False
BLR-MAA,2025-11-17,BLR,MAA,2241,14879.82,INR,164,0.88,2440290.48,0,0,,NORMAL,False
SXR-CCU,2025-11-17,SXR,CCU,460,5049.74,INR,176,0.95,888754.24,0,0,,NORMAL,False
HYD-ATQ,2025-11-17,HYD,ATQ,453,5231.67,INR,104,0.56,544093.68,0,0,,NORMAL,False
IXC-MAA,2025-11-17,IXC,MAA,2229,12987.42,INR,99,0.53,1285754.58,0,0,,NORMAL,False
PNQ-LKO,2025-11-17,PNQ,LKO,670,6063.76,INR,153,0.82,927755.28,0,0,,NORMAL,False
JAI-HYD,2025-11-17,JAI,HYD,632,6319.21,INR,91,0.49,575048.11,0,0,,NORMAL,False
GOI-HYD,2025-11-17,GOI,HYD,354,5358.62,INR,118,0.63,632317.16,0,0,,NORMAL,False
JAI-COK,2025-11-17,JAI,COK,2245,14084.23,INR,176,0.95,2478824.48,0,0,,NORMAL,False
GAU-BOM,2025-11-17,GAU,BOM,2635,16909.71,INR,115,0.62,1944616.65,0,0,,NORMAL,False
PNQ-AMD,2025-11-17,PNQ,AMD,445,5785.03,INR,101,0.54,584288.03,0,0,,NORMAL,False
BHO-SXR,2025-11-17,BHO,SXR,514,5490.38,INR,157,0.84,861989.66,0,0,,NORMAL,False
PNQ-IXC,2025-11-17,PNQ,IXC,1061,7491.37,INR,150,0.81,1123705.5,0,0,,NORMAL,False
BLR-HYD,2025-11-17,BLR,HYD,2402,16333.15,INR,134,0.72,2188642.1,0,0,,NORMAL,False
DEL-BOM,2025-11-17,DEL,BOM,1015,8859.51,INR,111,0.6,983405.61,0,0,,NORMAL,False
SXR-PNQ,2025-11-17,SXR,PNQ,1000,7813.99,INR,113,0.61,882980.87,0,0,,NORMAL,False
VNS-BHO,2025-11-17,VNS,BHO,2256,13782.76,INR,173,0.93,2384417.48,0,0,,NORMAL,False
BHO-JAI,2025-11-17,BHO,JAI,2669,16336.44,INR,98,0.53,1600971.12,0,0,,NORMAL,False
GOI-LKO,2025-11-17,GOI,LKO,2421,16732.42,INR,123,0.66,2058087.66,0,0,,NORMAL,False
PAT-IXB,2025-11-17,PAT,IXB,1378,11836.98,INR,127,0.68,1503296.46,0,0,,NORMAL,False
SXR-IXC,2025-11-17,SXR,IXC,1828,11374.51,INR,115,0.62,1308068.65,0,0,,NORMAL,False
CCU-PAT,2025-11-17,CCU,PAT,448,6472.03,INR,147,0.79,951388.41,0,0,,NORMAL,False
COK-JAI,2025-11-17,COK,JAI,1771,10585.45,INR,167,0.9,1767770.15,0,0,,NORMAL,False
BOM-HYD,2025-11-17,BOM,HYD,2664,18147.75,INR,166,0.89,3012526.5,0,0,,NORMAL,False
JAI-PAT,2025-11-17,JAI,PAT,2412,14638.65,INR,140,0.75,2049411.0,0,0,,NORMAL,False
GAU-BHO,2025-11-17,GAU,BHO,600,6840.79,INR,149,0.8,1019277.71,0,0,,NORMAL,False
COK-BLR,2025-11-17,COK,BLR,1688,13378.77,INR,96,0.52,1284361.92,0,0,,NORMAL,False
GAU-AMD,2025-11-17,GAU,AMD,1147,7997.38,INR,104,0.56,831727.52,0,0,,NORMAL,False
CCU-ATQ,2025-11-17,CCU,ATQ,2634,14410.7,INR,83,0.45,1196088.1,0,0,,NORMAL,False
SXR-MAA,2025-11-17,SXR,MAA,1648,12601.39,INR,101,0.54,1272740.39,0,0,,NORMAL,False
GAU-COK,2025-11-17,GAU,COK,1586,11656.42,INR,103,0.55,1200611.26,0,0,,NORMAL,False
SXR-PAT,2025-11-17,SXR,PAT,399,6073.42,INR,119,0.64,722736.98,0,0,,NORMAL,False
DEL-AMD,2025-11-17,DEL,AMD,2477,13593.74,INR,149,0.8,2025467.26,0,0,,NORMAL,False
PAT-BLR,2025-11-17,PAT,BLR,1408,11764.37,INR,172,0.92,2023471.64,0,0,,NORMAL,False
GAU-ATQ,2025-11-17,GAU,ATQ,2605,17675.42,INR,102,0.55,1802892.84,0,0,,NORMAL,False
PNQ-BOM,2025-11-17,PNQ,BOM,1609,11497.83,INR,158,0.85,1816657.14,0,0,,NORMAL,False
GOI-DEL,2025-11-17,GOI,DEL,1779,13893.46,INR,100,0.54,1389346.0,0,0,,NORMAL,False
BOM-IXB,2025-11-17,BOM,IXB,686,7888.85,INR,107,0.58,844106.95,0,0,,NORMAL,False
MAA-JAI,2025-11-17,MAA,JAI,1227,9002.56,INR,157,0.84,1413401.92,0,0,,NORMAL,False
PAT-IXC,2025-11-17,PAT,IXC,981,7322.1,INR,139,0.75,1017771.9,0,0,,NORMAL,False
COK-BOM,2025-11-17,COK,BOM,2560,16762.5,INR,116,0.62,1944450.0,0,0,,NORMAL,False
LKO-IXB,2025-11-17,LKO,IXB,2234,16164.68,INR,95,0.51,1535644.6,0,0,,NORMAL,False
BLR-GOI,2025-11-17,BLR,GOI,2029,13703.07,INR,141,0.76,1932132.87,0,0,,NORMAL,False
PNQ-SXR,2025-11-17,PNQ,SXR,1512,11330.51,INR,124,0.67,1404983.24,0,0,,NORMAL,False
PAT-AMD,2025-11-17,PAT,AMD,2315,15864.94,INR,93,0.5,1475439.42,0,0,,NORMAL,False
DEL-HYD,2025-11-17,DEL,HYD,2589,18221.35,INR,165,0.89,3006522.75,0,0,,NORMAL,False
PAT-BHO,2025-11-17,PAT,BHO,2392,13477.6,INR,83,0.45,1118640.8,0,0,,NORMAL,False
HYD-AMD,2025-11-17,HYD,AMD,1513,11860.17,INR,130,0.7,1541822.1,0,0,,NORMAL,False
MAA-DEL,2025-11-17,MAA,DEL,2023,14505.05,INR,169,0.91,2451353.45,0,0,,NORMAL,False
HYD-DEL,2025-11-17,HYD,DEL,636,7462.13,INR,128,0.69,955152.64,0,0,,NORMAL,False
ATQ-AMD,2025-11-17,ATQ,AMD,1543,9696.66,INR,186,1.0,1803578.76,0,0,,NORMAL,False
BHO-COK,2025-11-17,BHO,COK,968,7674.89,INR,127,0.68,974711.03,0,0,,NORMAL,False
PAT-MAA,2025-11-17,PAT,MAA,1466,10636.71,INR,106,0.57,1127491.26,0,0,,NORMAL,False
DEL-IXB,2025-11-17,DEL,IXB,2190,13213.99,INR,176,0.95,2325662.24,0,0,,NORMAL,False
LKO-CCU,2025-11-17,LKO,CCU,1259,8488.41,INR,121,0.65,1027097.61,0,0,,NORMAL,False
VNS-GOI,2025-11-17,VNS,GOI,1763,10802.73,INR,118,0.63,1274722.14,0,0,,NORMAL,False
DEL-JAI,2025-11-17,DEL,JAI,683,6963.92,INR,153,0.82,1065479.76,0,0,,NORMAL,False
BLR-LKO,2025-11-17,BLR,LKO,1354,10587.53,INR,166,0.89,1757529.98,0,0,,NORMAL,False
MAA-PNQ,2025-11-17,MAA,PNQ,309,4533.84,INR,89,0.48,403511.76,0,0,,NORMAL,False
HYD-IXB,2025-11-17,HYD,IXB,2427,13908.6,INR,134,0.72,1863752.4,0,0,,NORMAL,False
CCU-VNS,2025-11-17,CCU,VNS,2604,17676.03,INR,110,0.59,1944363.3,0,0,,NORMAL,False
BOM-SXR,2025-11-17,BOM,SXR,1179,8374.07,INR,117,0.63,979766.19,0,0,,NORMAL,False
BHO-ATQ,2025-11-17,BHO,ATQ,1229,9596.64,INR,164,0.88,1573848.96,0,0,,NORMAL,False
ATQ-LKO,2025-11-17,ATQ,LKO,952,7957.46,INR,173,0.93,1376640.58,0,0,,NORMAL,False
GAU-HYD,2025-11-17,GAU,HYD,1581,10175.77,INR,153,0.82,1556892.81,0,0,,NORMAL,False
BHO-DEL,2025-11-17,BHO,DEL,1388,9667.52,INR,130,0.7,1256777.6,0,0,,NORMAL,False
ATQ-CCU,2025-11-17,ATQ,CCU,505,5493.79,INR,121,0.65,664748.59,0,0,,NORMAL,False
JAI-MAA,2025-11-17,JAI,MAA,741,7064.62,INR,184,0.99,1299890.08,0,0,,NORMAL,False
IXC-SXR,2025-11-17,IXC,SXR,2113,13496.44,INR,173,0.93,2334884.12,0,0,,NORMAL,False
ATQ-MAA,2025-11-17,ATQ,MAA,595,6309.26,INR,167,0.9,1053646.42,0,0,,NORMAL,False
BLR-PAT,2025-11-17,BLR,PAT,2756,18344.19,INR,110,0.59,2017860.9,0,0,,NORMAL,False
ATQ-COK,2025-11-17,ATQ,COK,425,4936.33,INR,146,0.78,720704.18,0,0,,NORMAL,False
AMD-DEL,2025-11-17,AMD,DEL,1318,10189.16,INR,142,0.76,1446860.72,0,0,,NORMAL,False
ATQ-BLR,2025-11-17,ATQ,BLR,961,7912.97,INR,137,0.74,1084076.89,0,0,,NORMAL,False
DEL-GAU,2025-11-17,DEL,GAU,521,6409.95,INR,81,0.44,519205.95,0,0,,NORMAL,False
MAA-SXR,2025-11-17,MAA,SXR,447,5320.45,INR,102,0.55,542685.9,0,0,,NORMAL,False
VNS-AMD,2025-11-17,VNS,AMD,2057,12949.65,INR,174,0.94,2253239.1,0,0,,NORMAL,False
CCU-SXR,2025-11-17,CCU,SXR,656,6252.88,INR,161,0.87,1006713.68,0,0,,NORMAL,False
SXR-VNS,2025-11-17,SXR,VNS,762,7971.56,INR,169,0.91,1347193.64,0,0,,NORMAL,False
GAU-PAT,2025-11-17,GAU,PAT,2683,14497.96,INR,141,0.76,2044212.36,0,0,,NORMAL,False
BHO-MAA,2025-11-17,BHO,MAA,1505,11785.95,INR,138,0.74,1626461.1,0,0,,NORMAL,False
SXR-HYD,2025-11-17,SXR,HYD,1749,13842.43,INR,95,0.51,1315030.85,0,0,,NORMAL,False
BHO-GAU,2025-11-17,BHO,GAU,1471,10021.63,INR,104,0.56,1042249.52,0,0,,NORMAL,False
GOI-BHO,2025-11-17,GOI,BHO,880,8070.11,INR,132,0.71,1065254.52,0,0,,NORMAL,False
GAU-GOI,2025-11-17,GAU,GOI,619,5932.4,INR,158,0.85,937319.2,0,0,,NORMAL,False
VNS-LKO,2025-11-17,VNS,LKO,2393,16620.06,INR,128,0.69,2127367.68,0,0,,NORMAL,False
BLR-PNQ,2025-11-17,BLR,PNQ,1798,13843.09,INR,142,0.76,1965718.78,0,0,,NORMAL,False
LKO-BLR,2025-11-17,LKO,BLR,2317,16252.45,INR,110,0.59,1787769.5,0,0,,NORMAL,False
ATQ-IXC,2025-11-17,ATQ,IXC,1588,9940.61,INR,102,0.55,1013942.22,0,0,,NORMAL,False
PAT-SXR,2025-11-17,PAT,SXR,336,4510.81,INR,159,0.85,717218.79,0,0,,NORMAL,False
HYD-LKO,2025-11-17,HYD,LKO,2596,15440.88,INR,148,0.8,2285250.24,0,0,,NORMAL,False
PNQ-CCU,2025-11-17,PNQ,CCU,2134,13798.45,INR,178,0.96,2456124.1,0,0,,NORMAL,False
JAI-AMD,2025-11-17,JAI,AMD,2135,12372.54,INR,183,0.98,2264174.82,0,0,,NORMAL,False
DEL-BHO,2025-11-17,DEL,BHO,1742,11032.61,INR,100,0.54,1103261.0,0,0,,NORMAL,False
BOM-GOI,2025-11-17,BOM,GOI,1554,11836.8,INR,92,0.49,1088985.6,0,0,,NORMAL,False
GOI-CCU,2025-11-17,GOI,CCU,575,5717.23,INR,86,0.46,491681.78,0,0,,NORMAL,False
PNQ-VNS,2025-11-17,PNQ,VNS,2762,16831.35,INR,95,0.51,1598978.25,0,0,,NORMAL,False
COK-HYD,2025-11-17,COK,HYD,2159,16066.88,INR,108,0.58,1735223.04,0,0,,NORMAL,False
PAT-LKO,2025-11-17,PAT,LKO,721,6232.41,INR,119,0.64,741656.79,0,0,,NORMAL,False
PAT-JAI,2025-11-17,PAT,JAI,2776,16995.39,INR,96,0.52,1631557.44,0,0,,NORMAL,False
HYD-SXR,2025-11-17,HYD,SXR,2268,16000.48,INR,84,0.45,1344040.32,0,0,,NORMAL,False
PNQ-GOI,2025-11-17,PNQ,GOI,1666,11239.03,INR,182,0.98,2045503.46,0,0,,NORMAL,False
ATQ-HYD,2025-11-17,ATQ,HYD,2575,15376.72,INR,89,0.48,1368528.08,0,0,,NORMAL,False
LKO-ATQ,2025-11-17,LKO,ATQ,969,8196.52,INR,91,0.49,745883.32,0,0,,NORMAL,False
LKO-AMD,2025-11-17,LKO,AMD,1054,8388.95,INR,169,0.91,1417732.55,0,0,,NORMAL,False
DEL-GOI,2025-11-17,DEL,GOI,2395,17735.84,INR,155,0.83,2749055.2,0,0,,NORMAL,False
MAA-BHO,2025-11-17,MAA,BHO,582,7345.55,INR,119,0.64,874120.45,0,0,,NORMAL,False
DEL-PNQ,2025-11-17,DEL,PNQ,1840,11066.37,INR,167,0.9,1848083.79,0,0,,NORMAL,False
HYD-GOI,2025-11-18,HYD,GOI,360,5293.21,INR,136,0.73,719876.56,0,0,,NORMAL,False
VNS-DEL,2025-11-18,VNS,DEL,410,6170.23,INR,135,0.73,832981.05,0,0,,NORMAL,False
JAI-HYD,2025-11-18,JAI,HYD,1941,12587.69,INR,116,0.62,1460172.04,0,0,,NORMAL,False
ATQ-IXC,2025-11-18,ATQ,IXC,1737,10359.84,INR,126,0.68,1305339.84,0,0,,NORMAL,False
HYD-BOM,2025-11-18,HYD,BOM,1175,9683.51,INR,170,0.91,1646196.7,0,0,,NORMAL,False
DEL-BOM,2025-11-18,DEL,BOM,1064,9395.16,INR,100,0.54,939516.0,0,0,,NORMAL,False
IXB-BHO,2025-11-18,IXB,BHO,546,6184.57,INR,134,0.72,828732.38,0,0,,NORMAL,False
DEL-MAA,2025-11-18,DEL,MAA,1623,13070.0,INR,182,0.98,2378740.0,0,0,,NORMAL,False
IXC-CCU,2025-11-18,IXC,CCU,517,6486.21,INR,180,0.97,1167517.8,0,0,,NORMAL,False
IXB-AMD,2025-11-18,IXB,AMD,1011,9183.96,INR,117,0.63,1074523.32,0,0,,NORMAL,False
GOI-BLR,2025-11-18,GOI,BLR,1937,12462.53,INR,131,0.7,1632591.43,0,0,,NORMAL,False
CCU-LKO,2025-11-18,CCU,LKO,408,5607.68,INR,117,0.63,656098.56,0,0,,NORMAL,False
MAA-IXC,2025-11-18,MAA,IXC,2557,14237.33,INR,174,0.94,2477295.42,0,0,,NORMAL,False
ATQ-PNQ,2025-11-18,ATQ,PNQ,1683,11434.81,INR,113,0.61,1292133.53,0,0,,NORMAL,False
ATQ-BOM,2025-11-18,ATQ,BOM,2291,14722.4,INR,145,0.78,2134748.0,0,0,,NORMAL,False
AMD-VNS,2025-11-18,AMD,VNS,527,5724.92,INR,143,0.77,818663.56,0,0,,NORMAL,False
COK-BOM,2025-11-18,COK,BOM,776,7769.77,INR,163,0.88,1266472.51,0,0,,NORMAL,False
BOM-AMD,2025-11-18,BOM,AMD,1360,9060.65,INR,183,0.98,1658098.95,0,0,,NORMAL,False
HYD-PNQ,2025-11-18,HYD,PNQ,1074,8071.11,INR,104,0.56,839395.44,0,0,,NORMAL,False
GOI-HYD,2025-11-18,GOI,HYD,1175,10542.2,INR,98,0.53,1033135.6,0,0,,NORMAL,False
BHO-AMD,2025-11-18,BHO,AMD,438,5056.31,INR,181,0.97,915192.11,0,0,,NORMAL,False
JAI-PNQ,2025-11-18,JAI,PNQ,1556,9781.41,INR,130,0.7,1271583.3,0,0,,NORMAL,False
MAA-JAI,2025-11-18,MAA,JAI,844,6701.74,INR,146,0.78,978454.04,0,0,,NORMAL,False
HYD-CCU,2025-11-18,HYD,CCU,1350,10022.38,INR,112,0.6,1122506.56,0,0,,NORMAL,False
BOM-SXR,2025-11-18,BOM,SXR,1974,13511.98,INR,93,0.5,1256614.14,0,0,,NORMAL,False
SXR-COK,2025-11-18,SXR,COK,2348,17353.05,INR,154,0.83,2672369.7,0,0,,NORMAL,False
GAU-COK,2025-11-18,GAU,COK,1097,7750.83,INR,153,0.82,1185876.99,0,0,,NORMAL,False
DEL-ATQ,2025-11-18,DEL,ATQ,2140,12385.44,INR,143,0.77,1771117.92,0,0,,NORMAL,False
PAT-VNS,2025-11-18,PAT,VNS,2113,12139.54,INR,128,0.69,1553861.12,0,0,,NORMAL,False
COK-LKO,2025-11-18,COK,LKO,2725,16523.95,INR,95,0.51,1569775.25,0,0,,NORMAL,False
GOI-ATQ,2025-11-18,GOI,ATQ,805,7632.94,INR,108,0.58,824357.52,0,0,,NORMAL,False
SXR-HYD,2025-11-18,SXR,HYD,1378,10464.86,INR,143,0.77,1496474.98,0,0,,NORMAL,False
