staff_code,week_number,year,fdtl_phase,night_landings,night_landing_limit,actual_rest_hrs,required_rest_hrs,compliant,reported_by,verified
SC12457,50,2025,Phase_II,4,2,38.2,48,YES,HR System,True
SC12458,44,2025,Phase_I,7,6,30.3,36,NO,Manual Entry,
SC12458,45,2025,Phase_II,0,2,41.0,48,NO,HR System,True
SC12458,46,2025,Phase_II,5,2,62.9,48,NO,HR System,True
SC12458,47,2025,Phase_II,1,2,58.0,48,YES,Manual Entry,True
SC12458,48,2025,Phase_II,3,2,68.6,48,NO,Manual Entry,
SC12458,49,2025,Phase_II,0,2,34.0,48,YES,HR System,
SC12458,50,2025,Phase_II,0,2,48.5,48,YES,Manual Entry,
SC12459,44,2025,Phase_I,7,6,31.4,36,NO,Manual Entry,
SC12459,45,2025,Phase_II,7,2,46.7,48,YES,Manual Entry,False
SC12459,46,2025,Phase_II,6,2,60.2,48,NO,Manual Entry,False
SC12459,47,2025,Phase_II,2,2,52.0,48,YES,Ops Control,
SC12459,48,2025,Phase_II,5,2,66.3,48,NO,Ops Control,True
SC12459,49,2025,Phase_II,4,2,67.6,48,NO,Manual Entry,
SC12459,50,2025,Phase_II,0,2,65.2,48,YES,HR System,
SC12460,44,2025,Phase_I,5,6,51.4,36,YES,Ops Control,False
SC12460,45,2025,Phase_II,8,2,69.4,48,NO,HR System,False
SC12460,46,2025,Phase_II,8,2,38.7,48,NO,Ops Control,False
SC12460,47,2025,Phase_II,8,2,49.7,48,NO,HR System,False
SC12460,48,2025,Phase_II,7,2,65.0,48,NO,Manual Entry,
SC12460,49,2025,Phase_II,1,2,58.8,48,YES,Manual Entry,False
SC12460,50,2025,Phase_II,1,2,71.3,48,YES,Manual Entry,
SC12461,44,2025,Phase_I,1,6,28.9,36,NO,Ops Control,True
SC12461,45,2025,Phase_II,8,2,57.3,48,NO,Manual Entry,False
SC12461,46,2025,Phase_II,6,2,55.6,48,NO,HR System,True
SC12461,47,2025,Phase_II,6,2,40.8,48,NO,Manual Entry,False
SC12461,48,2025,Phase_II,3,2,34.5,48,NO,Manual Entry,
SC12461,49,2025,Phase_II,5,2,67.4,48,NO,Ops Control,True
SC12461,50,2025,Phase_II,6,2,64.2,48,YES,Manual Entry,True
SC12462,44,2025,Phase_I,3,6,53.0,36,YES,HR System,False
SC12462,45,2025,Phase_II,6,2,63.6,48,NO,Manual Entry,True
SC12462,46,2025,Phase_II,1,2,71.4,48,YES,Manual Entry,
SC12462,47,2025,Phase_II,6,2,31.2,48,NO,Manual Entry,
SC12462,48,2025,Phase_II,6,2,52.1,48,NO,Ops Control,
SC12462,49,2025,Phase_II,6,2,62.8,48,NO,Manual Entry,True
SC12462,50,2025,Phase_II,0,2,46.4,48,NO,HR System,
SC12463,44,2025,Phase_I,6,6,35.5,36,NO,Ops Control,False
SC12463,45,2025,Phase_II,6,2,51.6,48,NO,Manual Entry,True
SC12463,46,2025,Phase_II,5,2,72.0,48,NO,Ops Control,False
SC12463,47,2025,Phase_II,6,2,60.4,48,NO,HR System,False
SC12463,48,2025,Phase_II,7,2,44.1,48,NO,HR System,False
SC12463,49,2025,Phase_II,4,2,53.7,48,NO,HR System,True
SC12463,50,2025,Phase_II,7,2,68.0,48,NO,Manual Entry,False
SC12464,44,2025,Phase_I,7,6,39.9,36,NO,Ops Control,True
SC12464,45,2025,Phase_II,1,2,65.0,48,YES,Ops Control,True
SC12464,46,2025,Phase_II,3,2,61.2,48,NO,HR System,False
SC12464,47,2025,Phase_II,2,2,43.3,48,NO,Ops Control,False
SC12464,48,2025,Phase_II,1,2,48.4,48,YES,Manual Entry,
SC12464,49,2025,Phase_II,1,2,56.3,48,YES,HR System,True
SC12464,50,2025,Phase_II,1,2,42.4,48,NO,Ops Control,False
SC12465,44,2025,Phase_I,5,6,68.2,36,YES,HR System,False
SC12465,45,2025,Phase_II,3,2,70.0,48,NO,Manual Entry,
SC12465,46,2025,Phase_II,0,2,37.0,48,NO,HR System,False
SC12465,47,2025,Phase_II,0,2,31.0,48,NO,Manual Entry,False
SC12465,48,2025,Phase_II,7,2,69.2,48,NO,Manual Entry,True
SC12465,49,2025,Phase_II,3,2,53.4,48,NO,Ops Control,True
SC12465,50,2025,Phase_II,8,2,61.2,48,NO,Ops Control,
SC12466,44,2025,Phase_I,6,6,33.0,36,NO,Manual Entry,True
SC12466,45,2025,Phase_II,2,2,41.2,48,NO,HR System,True
SC12466,46,2025,Phase_II,4,2,40.9,48,NO,HR System,False
SC12466,47,2025,Phase_II,4,2,40.8,48,NO,Manual Entry,True
SC12466,48,2025,Phase_II,4,2,49.6,48,NO,HR System,False
SC12466,49,2025,Phase_II,2,2,31.3,48,NO,Ops Control,True
SC12466,50,2025,Phase_II,8,2,47.2,48,NO,HR System,
SC12467,44,2025,Phase_I,8,6,53.1,36,NO,Ops Control,False
SC12467,45,2025,Phase_II,5,2,35.3,48,NO,HR System,
SC12467,46,2025,Phase_II,4,2,68.1,48,NO,Ops Control,
SC12467,47,2025,Phase_II,3,2,68.1,48,NO,Ops Control,False
SC12467,48,2025,Phase_II,8,2,57.5,48,NO,Manual Entry,
SC12467,49,2025,Phase_II,4,2,64.1,48,NO,Ops Control,False
SC12467,50,2025,Phase_II,7,2,55.2,48,NO,Manual Entry,
SC12468,44,2025,Phase_I,4,6,32.2,36,NO,Manual Entry,False
SC12468,45,2025,Phase_II,8,2,40.6,48,NO,Ops Control,True
SC12468,46,2025,Phase_II,3,2,55.3,48,NO,HR System,
SC12468,47,2025,Phase_II,2,2,30.7,48,NO,HR System,
SC12468,48,2025,Phase_II,0,2,58.6,48,YES,HR System,
SC12468,49,2025,Phase_II,6,2,38.5,48,NO,Manual Entry,
SC12468,50,2025,Phase_II,6,2,36.4,48,NO,Ops Control,
SC12469,44,2025,Phase_I,8,6,32.3,36,NO,HR System,
SC12469,45,2025,Phase_II,4,2,45.6,48,NO,Manual Entry,
SC12469,46,2025,Phase_II,5,2,54.3,48,NO,HR System,False
SC12469,47,2025,Phase_II,6,2,61.0,48,YES,HR System,True
SC12469,48,2025,Phase_II,6,2,42.6,48,NO,HR System,False
SC12469,49,2025,Phase_II,7,2,42.8,48,NO,HR System,False
SC12469,50,2025,Phase_II,6,2,43.0,48,NO,Manual Entry,
SC12470,44,2025,Phase_I,7,6,52.0,36,NO,Manual Entry,
SC12470,45,2025,Phase_II,2,2,71.5,48,YES,Manual Entry,
SC12470,46,2025,Phase_II,8,2,31.8,48,NO,HR System,True
SC12470,47,2025,Phase_II,1,2,71.8,48,YES,Manual Entry,False
SC12470,48,2025,Phase_II,3,2,29.5,48,NO,Ops Control,
SC12470,49,2025,Phase_II,7,2,33.3,48,NO,Ops Control,True
SC12470,50,2025,Phase_II,3,2,44.9,48,NO,HR System,False
SC12471,44,2025,Phase_I,6,6,48.1,36,YES,HR System,False
SC12471,45,2025,Phase_II,7,2,29.9,48,NO,HR System,
SC12471,46,2025,Phase_II,7,2,57.4,48,NO,Ops Control,True
SC12471,47,2025,Phase_II,8,2,44.0,48,NO,HR System,True
SC12471,48,2025,Phase_II,5,2,48.5,48,NO,Manual Entry,
SC12471,49,2025,Phase_II,8,2,43.6,48,NO,Manual Entry,True
SC12471,50,2025,Phase_II,4,2,49.9,48,NO,Manual Entry,
SC12472,44,2025,Phase_I,2,6,52.3,36,YES,Ops Control,False
SC12472,45,2025,Phase_II,4,2,28.2,48,NO,Ops Control,True
SC12472,46,2025,Phase_II,0,2,55.0,48,YES,Manual Entry,
SC12472,47,2025,Phase_II,2,2,30.7,48,NO,Manual Entry,
SC12472,48,2025,Phase_II,8,2,37.1,48,NO,Ops Control,True
SC12472,49,2025,Phase_II,7,2,55.0,48,NO,HR System,False
SC12472,50,2025,Phase_II,7,2,28.7,48,NO,Manual Entry,False
SC12473,44,2025,Phase_I,6,6,56.1,36,YES,HR System,True
SC12473,45,2025,Phase_II,6,2,55.6,48,NO,HR System,True
SC12473,46,2025,Phase_II,6,2,67.3,48,NO,HR System,True
SC12473,47,2025,Phase_II,1,2,60.6,48,YES,Ops Control,True
SC12473,48,2025,Phase_II,5,2,35.9,48,NO,Ops Control,True
SC12473,49,2025,Phase_II,8,2,48.8,48,NO,Ops Control,True
SC12473,50,2025,Phase_II,2,2,57.9,48,YES,Manual Entry,
SC12474,44,2025,Phase_I,0,6,30.1,36,NO,Manual Entry,True
SC12474,45,2025,Phase_II,4,2,46.2,48,NO,HR System,False
SC12474,46,2025,Phase_II,3,2,71.7,48,NO,HR System,False
SC12474,47,2025,Phase_II,3,2,62.3,48,NO,Ops Control,True
SC12474,48,2025,Phase_II,2,2,54.5,48,YES,HR System,
SC12474,49,2025,Phase_II,8,2,48.2,48,NO,Manual Entry,False
SC12474,50,2025,Phase_II,8,2,39.5,48,NO,Ops Control,False
SC12475,44,2025,Phase_I,0,6,44.7,36,YES,HR System,False
SC12475,45,2025,Phase_II,2,2,60.2,48,YES,Ops Control,True
SC12475,46,2025,Phase_II,4,2,63.4,48,NO,HR System,
SC12475,47,2025,Phase_II,8,2,57.5,48,NO,HR System,False
SC12475,48,2025,Phase_II,6,2,59.3,48,NO,HR System,True
SC12475,49,2025,Phase_II,1,2,64.9,48,YES,Ops Control,
SC12475,50,2025,Phase_II,1,2,31.4,48,NO,Ops Control,
SC12476,44,2025,Phase_I,8,6,58.0,36,NO,Ops Control,False
SC12476,45,2025,Phase_II,7,2,51.8,48,YES,Manual Entry,False
SC12476,46,2025,Phase_II,6,2,47.9,48,NO,Manual Entry,
SC12476,47,2025,Phase_II,5,2,57.3,48,NO,Manual Entry,
SC12476,48,2025,Phase_II,0,2,56.2,48,YES,HR System,True
SC12476,49,2025,Phase_II,2,2,36.9,48,NO,Ops Control,
SC12476,50,2025,Phase_II,8,2,29.9,48,NO,Manual Entry,False
SC12477,44,2025,Phase_I,7,6,30.6,36,NO,Manual Entry,
SC12477,45,2025,Phase_II,1,2,39.9,48,NO,HR System,False
SC12477,46,2025,Phase_II,7,2,67.9,48,NO,HR System,
SC12477,47,2025,Phase_II,8,2,40.5,48,NO,Manual Entry,False
SC12477,48,2025,Phase_II,7,2,60.8,48,YES,Ops Control,True
SC12477,49,2025,Phase_II,0,2,66.9,48,YES,Ops Control,
SC12477,50,2025,Phase_II,6,2,68.1,48,NO,HR System,True
SC12478,44,2025,Phase_I,5,6,51.0,36,YES,Ops Control,False
SC12478,45,2025,Phase_II,0,2,59.6,48,YES,Manual Entry,False
SC12478,46,2025,Phase_II,7,2,67.5,48,NO,HR System,True
SC12478,47,2025,Phase_II,3,2,45.6,48,NO,HR System,False
SC12478,48,2025,Phase_II,8,2,33.2,48,NO,Manual Entry,False
SC12478,49,2025,Phase_II,1,2,35.9,48,NO,Manual Entry,
SC12478,50,2025,Phase_II,8,2,37.3,48,NO,Manual Entry,
SC12479,44,2025,Phase_I,1,6,53.7,36,YES,Ops Control,
SC12479,45,2025,Phase_II,0,2,34.7,48,YES,HR System,
SC12479,46,2025,Phase_II,1,2,33.3,48,NO,Manual Entry,False
SC12479,47,2025,Phase_II,2,2,65.4,48,YES,Manual Entry,False
SC12479,48,2025,Phase_II,7,2,38.4,48,NO,Manual Entry,False
SC12479,49,2025,Phase_II,3,2,30.3,48,NO,Ops Control,False
SC12479,50,2025,Phase_II,0,2,66.5,48,YES,HR System,
SC12480,44,2025,Phase_I,2,6,64.5,36,YES,HR System,False
SC12480,45,2025,Phase_II,0,2,48.0,48,YES,HR System,False
SC12480,46,2025,Phase_II,0,2,31.2,48,NO,Manual Entry,
SC12480,47,2025,Phase_II,4,2,34.1,48,NO,HR System,True
SC12480,48,2025,Phase_II,3,2,33.3,48,NO,Ops Control,
SC12480,49,2025,Phase_II,7,2,44.0,48,NO,Ops Control,True
SC12480,50,2025,Phase_II,1,2,40.3,48,NO,Ops Control,False
SC12481,44,2025,Phase_I,7,6,34.0,36,NO,Ops Control,
SC12481,45,2025,Phase_II,3,2,30.8,48,NO,Ops Control,False
SC12481,46,2025,Phase_II,5,2,63.8,48,NO,Ops Control,
SC12481,47,2025,Phase_II,4,2,64.3,48,NO,HR System,False
SC12481,48,2025,Phase_II,4,2,68.2,48,NO,HR System,False
SC12481,49,2025,Phase_II,7,2,39.1,48,NO,HR System,True
SC12481,50,2025,Phase_II,0,2,38.9,48,NO,Ops Control,False
SC12482,44,2025,Phase_I,2,6,33.0,36,NO,HR System,
SC12482,45,2025,Phase_II,3,2,39.6,48,NO,HR System,True
SC12482,46,2025,Phase_II,6,2,67.9,48,NO,HR System,True
SC12482,47,2025,Phase_II,2,2,62.1,48,YES,HR System,
SC12482,48,2025,Phase_II,8,2,53.3,48,NO,Ops Control,
SC12482,49,2025,Phase_II,4,2,57.4,48,NO,HR System,False
SC12482,50,2025,Phase_II,7,2,62.2,48,NO,Manual Entry,True
SC12483,44,2025,Phase_I,7,6,47.4,36,NO,Manual Entry,False
SC12483,45,2025,Phase_II,1,2,44.4,48,NO,HR System,True
SC12483,46,2025,Phase_II,6,2,59.6,48,NO,Manual Entry,False
SC12483,47,2025,Phase_II,6,2,31.6,48,NO,HR System,
SC12483,48,2025,Phase_II,4,2,49.1,48,NO,Ops Control,False
SC12483,49,2025,Phase_II,7,2,57.4,48,NO,HR System,
SC12483,50,2025,Phase_II,0,2,51.5,48,YES,Ops Control,False
SC12484,44,2025,Phase_I,0,6,28.3,36,NO,Ops Control,False
SC12484,45,2025,Phase_II,3,2,53.0,48,NO,HR System,True
SC12484,46,2025,Phase_II,4,2,68.5,48,NO,Manual Entry,True
SC12484,47,2025,Phase_II,6,2,68.3,48,NO,HR System,True
SC12484,48,2025,Phase_II,8,2,58.8,48,NO,Ops Control,
SC12484,49,2025,Phase_II,8,2,48.6,48,NO,Manual Entry,False
SC12484,50,2025,Phase_II,3,2,71.6,48,NO,Ops Control,
SC12485,44,2025,Phase_I,4,6,32.0,36,NO,Ops Control,False
SC12485,45,2025,Phase_II,6,2,54.1,48,NO,Manual Entry,False
SC12485,46,2025,Phase_II,0,2,31.0,48,NO,HR System,
SC12485,47,2025,Phase_II,4,2,61.9,48,NO,Ops Control,True
SC12485,48,2025,Phase_II,7,2,51.2,48,NO,HR System,
SC12485,49,2025,Phase_II,5,2,36.9,48,NO,HR System,False
SC12485,50,2025,Phase_II,8,2,67.5,48,NO,Ops Control,True
SC12486,44,2025,Phase_I,7,6,47.6,36,NO,Manual Entry,False
SC12486,45,2025,Phase_II,4,2,37.4,48,YES,Ops Control,True
SC12486,46,2025,Phase_II,4,2,32.0,48,NO,Ops Control,True
SC12486,47,2025,Phase_II,1,2,60.5,48,YES,Manual Entry,False
SC12486,48,2025,Phase_II,6,2,40.4,48,NO,Manual Entry,True
SC12486,49,2025,Phase_II,6,2,42.4,48,NO,Ops Control,
SC12486,50,2025,Phase_II,8,2,54.4,48,NO,Manual Entry,True
SC12487,44,2025,Phase_I,3,6,66.3,36,YES,HR System,
SC12487,45,2025,Phase_II,4,2,45.0,48,NO,Manual Entry,False
SC12487,46,2025,Phase_II,0,2,51.2,48,YES,Ops Control,True
SC12487,47,2025,Phase_II,6,2,57.3,48,NO,HR System,False
SC12487,48,2025,Phase_II,5,2,69.9,48,NO,Manual Entry,True
SC12487,49,2025,Phase_II,8,2,49.7,48,NO,Manual Entry,False
SC12487,50,2025,Phase_II,1,2,60.3,48,YES,HR System,False
SC12488,44,2025,Phase_I,3,6,34.6,36,NO,Ops Control,
SC12488,45,2025,Phase_II,0,2,58.5,48,YES,HR System,True
SC12488,46,2025,Phase_II,2,2,39.4,48,NO,Ops Control,True
SC12488,47,2025,Phase_II,5,2,38.4,48,NO,Ops Control,False
SC12488,48,2025,Phase_II,0,2,49.3,48,YES,Ops Control,False
SC12488,49,2025,Phase_II,0,2,29.5,48,NO,Ops Control,False
SC12488,50,2025,Phase_II,6,2,62.9,48,NO,HR System,
SC12489,44,2025,Phase_I,6,6,32.8,36,NO,HR System,False
SC12489,45,2025,Phase_II,1,2,63.6,48,YES,HR System,False
SC12489,46,2025,Phase_II,4,2,55.0,48,NO,Manual Entry,True
SC12489,47,2025,Phase_II,3,2,28.1,48,NO,Ops Control,
SC12489,48,2025,Phase_II,7,2,43.2,48,NO,HR System,False
SC12489,49,2025,Phase_II,3,2,64.0,48,NO,Manual Entry,
SC12489,50,2025,Phase_II,0,2,30.3,48,NO,Manual Entry,
SC12490,44,2025,Phase_I,7,6,39.4,36,YES,Ops Control,False
SC12490,45,2025,Phase_II,3,2,59.3,48,NO,HR System,
SC12490,46,2025,Phase_II,7,2,56.4,48,NO,Ops Control,True
SC12490,47,2025,Phase_II,6,2,37.1,48,NO,Manual Entry,False
SC12490,48,2025,Phase_II,4,2,71.0,48,NO,HR System,True
SC12490,49,2025,Phase_II,5,2,68.1,48,NO,HR System,True
SC12490,50,2025,Phase_II,2,2,69.5,48,YES,Ops Control,
SC12491,44,2025,Phase_I,7,6,40.0,36,NO,Ops Control,True
SC12491,45,2025,Phase_II,3,2,57.1,48,NO,HR System,
SC12491,46,2025,Phase_II,7,2,32.5,48,NO,Ops Control,
SC12491,47,2025,Phase_II,7,2,67.9,48,NO,Manual Entry,
SC12491,48,2025,Phase_II,4,2,51.7,48,NO,Ops Control,True
SC12491,49,2025,Phase_II,0,2,40.5,48,NO,Manual Entry,
SC12491,50,2025,Phase_II,4,2,34.6,48,NO,HR System,False
SC12492,44,2025,Phase_I,2,6,29.9,36,NO,Manual Entry,
SC12492,45,2025,Phase_II,4,2,58.8,48,NO,Ops Control,False
SC12492,46,2025,Phase_II,3,2,51.7,48,NO,Manual Entry,True
SC12492,47,2025,Phase_II,8,2,54.7,48,NO,HR System,False
SC12492,48,2025,Phase_II,4,2,59.1,48,NO,Ops Control,False
SC12492,49,2025,Phase_II,8,2,40.6,48,NO,Manual Entry,True
SC12492,50,2025,Phase_II,7,2,64.6,48,NO,Ops Control,True
SC12493,44,2025,Phase_I,7,6,63.0,36,NO,HR System,
SC12493,45,2025,Phase_II,8,2,43.0,48,NO,Ops Control,True
SC12493,46,2025,Phase_II,8,2,57.1,48,NO,Manual Entry,
SC12493,47,2025,Phase_II,2,2,58.8,48,YES,Ops Control,True
SC12493,48,2025,Phase_II,1,2,50.0,48,YES,HR System,
SC12493,49,2025,Phase_II,5,2,46.5,48,NO,Manual Entry,True
SC12493,50,2025,Phase_II,6,2,48.6,48,NO,Ops Control,True
SC12494,44,2025,Phase_I,2,6,29.7,36,NO,Ops Control,False
SC12494,45,2025,Phase_II,4,2,48.3,48,NO,HR System,True
SC12494,46,2025,Phase_II,2,2,51.5,48,YES,Manual Entry,False
SC12494,47,2025,Phase_II,0,2,29.8,48,NO,Ops Control,
SC12494,48,2025,Phase_II,6,2,48.8,48,NO,Ops Control,
SC12494,49,2025,Phase_II,3,2,42.5,48,NO,HR System,
SC12494,50,2025,Phase_II,6,2,37.1,48,NO,Manual Entry,False
SC12495,44,2025,Phase_I,1,6,64.1,36,YES,Manual Entry,True
SC12495,45,2025,Phase_II,2,2,53.5,48,YES,Manual Entry,
SC12495,46,2025,Phase_II,7,2,69.2,48,NO,HR System,True
SC12495,47,2025,Phase_II,7,2,48.7,48,NO,Ops Control,
SC12495,48,2025,Phase_II,5,2,33.6,48,YES,Ops Control,False
SC12495,49,2025,Phase_II,0,2,39.6,48,NO,HR System,False
SC12495,50,2025,Phase_II,5,2,71.4,48,NO,HR System,False
SC12496,44,2025,Phase_I,8,6,62.9,36,NO,Manual Entry,
SC12496,45,2025,Phase_II,5,2,37.0,48,NO,Ops Control,False
SC12496,46,2025,Phase_II,1,2,34.2,48,NO,HR System,False
SC12496,47,2025,Phase_II,7,2,36.7,48,NO,Ops Control,False
SC12496,48,2025,Phase_II,5,2,53.3,48,NO,Ops Control,False
SC12496,49,2025,Phase_II,0,2,49.3,48,YES,HR System,
SC12496,50,2025,Phase_II,4,2,35.4,48,NO,Manual Entry,False
SC12497,44,2025,Phase_I,5,6,63.9,36,YES,Ops Control,False
SC12497,45,2025,Phase_II,5,2,69.9,48,NO,Manual Entry,True
SC12497,46,2025,Phase_II,0,2,65.9,48,YES,Manual Entry,
SC12497,47,2025,Phase_II,2,2,70.6,48,YES,Manual Entry,True
SC12497,48,2025,Phase_II,0,2,56.6,48,YES,Ops Control,False
SC12497,49,2025,Phase_II,2,2,58.5,48,YES,HR System,
SC12497,50,2025,Phase_II,4,2,33.4,48,NO,Manual Entry,True
SC12498,44,2025,Phase_I,0,6,49.0,36,YES,Manual Entry,True
SC12498,45,2025,Phase_II,5,2,42.0,48,NO,Ops Control,
SC12498,46,2025,Phase_II,7,2,67.4,48,NO,HR System,True
SC12498,47,2025,Phase_II,2,2,56.9,48,YES,Manual Entry,
SC12498,48,2025,Phase_II,7,2,56.9,48,NO,Manual Entry,
SC12498,49,2025,Phase_II,1,2,60.2,48,YES,Ops Control,False
SC12498,50,2025,Phase_II,2,2,39.1,48,NO,Ops Control,True
SC12499,44,2025,Phase_I,5,6,68.5,36,YES,HR System,True
SC12499,45,2025,Phase_II,0,2,40.3,48,YES,HR System,
SC12499,46,2025,Phase_II,1,2,63.0,48,YES,HR System,False
SC12499,47,2025,Phase_II,6,2,70.6,48,NO,HR System,
SC12499,48,2025,Phase_II,6,2,37.9,48,NO,Manual Entry,
SC12499,49,2025,Phase_II,7,2,55.1,48,NO,Ops Control,
SC12499,50,2025,Phase_II,8,2,60.8,48,NO,Ops Control,False
SC12500,44,2025,Phase_I,4,6,54.3,36,YES,Ops Control,True
SC12500,45,2025,Phase_II,4,2,41.3,48,NO,Manual Entry,True
SC12500,46,2025,Phase_II,1,2,35.7,48,NO,Ops Control,
SC12500,47,2025,Phase_II,7,2,64.3,48,NO,Manual Entry,False
SC12500,48,2025,Phase_II,1,2,38.0,48,NO,Ops Control,
SC12500,49,2025,Phase_II,4,2,33.2,48,NO,Manual Entry,True
SC12500,50,2025,Phase_II,6,2,32.5,48,NO,HR System,False
SC12501,44,2025,Phase_I,8,6,60.6,36,NO,HR System,
SC12501,45,2025,Phase_II,1,2,46.8,48,NO,Ops Control,True
SC12501,46,2025,Phase_II,4,2,53.4,48,NO,HR System,False
SC12501,47,2025,Phase_II,8,2,51.9,48,NO,Manual Entry,
SC12501,48,2025,Phase_II,5,2,50.9,48,NO,HR System,True
SC12501,49,2025,Phase_II,2,2,33.7,48,NO,HR System,False
SC12501,50,2025,Phase_II,1,2,61.1,48,YES,Ops Control,
SC12502,44,2025,Phase_I,5,6,60.4,36,YES,Manual Entry,
SC12502,45,2025,Phase_II,8,2,38.4,48,NO,Manual Entry,True
SC12502,46,2025,Phase_II,3,2,63.5,48,NO,HR System,True
SC12502,47,2025,Phase_II,3,2,68.4,48,NO,Manual Entry,False
SC12502,48,2025,Phase_II,1,2,63.3,48,YES,Ops Control,True
SC12502,49,2025,Phase_II,0,2,69.1,48,YES,Manual Entry,True
SC12502,50,2025,Phase_II,5,2,63.1,48,NO,Ops Control,True
SC12503,44,2025,Phase_I,5,6,41.5,36,YES,Ops Control,True
SC12503,45,2025,Phase_II,8,2,36.1,48,NO,HR System,True
SC12503,46,2025,Phase_II,3,2,35.7,48,NO,Ops Control,
SC12503,47,2025,Phase_II,2,2,38.5,48,NO,HR System,
SC12503,48,2025,Phase_II,3,2,45.2,48,NO,HR System,True
SC12503,49,2025,Phase_II,6,2,39.3,48,NO,HR System,
SC12503,50,2025,Phase_II,6,2,67.6,48,NO,Ops Control,True
SC12504,44,2025,Phase_I,4,6,28.0,36,NO,Ops Control,
SC12504,45,2025,Phase_II,7,2,62.8,48,NO,Ops Control,True
SC12504,46,2025,Phase_II,0,2,54.5,48,YES,HR System,
SC12504,47,2025,Phase_II,0,2,59.5,48,YES,Manual Entry,True
SC12504,48,2025,Phase_II,0,2,68.0,48,YES,Manual Entry,
SC12504,49,2025,Phase_II,4,2,58.1,48,NO,HR System,False
SC12504,50,2025,Phase_II,5,2,57.5,48,NO,Ops Control,
SC12505,44,2025,Phase_I,7,6,71.0,36,NO,Manual Entry,True
SC12505,45,2025,Phase_II,0,2,33.1,48,NO,Ops Control,
SC12505,46,2025,Phase_II,8,2,67.8,48,NO,HR System,False
SC12505,47,2025,Phase_II,6,2,45.0,48,NO,HR System,True
SC12505,48,2025,Phase_II,4,2,51.7,48,NO,Ops Control,True
SC12505,49,2025,Phase_II,1,2,56.8,48,YES,HR System,
SC12505,50,2025,Phase_II,6,2,69.3,48,NO,HR System,True
SC12506,44,2025,Phase_I,2,6,71.5,36,YES,Ops Control,
SC12506,45,2025,Phase_II,8,2,32.4,48,NO,HR System,False
SC12506,46,2025,Phase_II,8,2,43.0,48,NO,Manual Entry,True
SC12506,47,2025,Phase_II,1,2,66.7,48,YES,Ops Control,True
SC12506,48,2025,Phase_II,2,2,40.7,48,NO,Manual Entry,False
SC12506,49,2025,Phase_II,8,2,44.9,48,NO,HR System,
SC12506,50,2025,Phase_II,6,2,40.5,48,NO,HR System,False
SC12507,44,2025,Phase_I,5,6,28.3,36,NO,HR System,False
SC12507,45,2025,Phase_II,6,2,51.3,48,NO,Manual Entry,True
SC12507,46,2025,Phase_II,0,2,48.3,48,YES,Manual Entry,False
SC12507,47,2025,Phase_II,7,2,47.0,48,NO,Ops Control,True
SC12507,48,2025,Phase_II,1,2,63.7,48,YES,Ops Control,
SC12507,49,2025,Phase_II,6,2,68.9,48,NO,HR System,True
SC12507,50,2025,Phase_II,2,2,68.1,48,YES,Ops Control,False
SC12508,44,2025,Phase_I,8,6,29.1,36,NO,Ops Control,
SC12508,45,2025,Phase_II,8,2,54.1,48,NO,Manual Entry,
SC12508,46,2025,Phase_II,7,2,38.3,48,NO,HR System,
SC12508,47,2025,Phase_II,0,2,62.1,48,YES,Ops Control,False
SC12508,48,2025,Phase_II,8,2,61.1,48,NO,Ops Control,False
SC12508,49,2025,Phase_II,1,2,35.2,48,NO,HR System,False
SC12508,50,2025,Phase_II,8,2,63.9,48,NO,Manual Entry,
SC12509,44,2025,Phase_I,5,6,43.1,36,YES,Ops Control,True
SC12509,45,2025,Phase_II,1,2,36.0,48,NO,HR System,
SC12509,46,2025,Phase_II,7,2,44.5,48,NO,Manual Entry,True
SC12509,47,2025,Phase_II,1,2,60.9,48,YES,Manual Entry,True
SC12509,48,2025,Phase_II,6,2,44.5,48,NO,Manual Entry,True
SC12509,49,2025,Phase_II,7,2,41.8,48,NO,HR System,
SC12509,50,2025,Phase_II,2,2,37.9,48,NO,Ops Control,
SC12510,44,2025,Phase_I,2,6,51.9,36,YES,Ops Control,False
SC12510,45,2025,Phase_II,6,2,30.1,48,NO,Ops Control,
SC12510,46,2025,Phase_II,4,2,66.4,48,NO,Manual Entry,False
SC12510,47,2025,Phase_II,2,2,45.0,48,NO,HR System,False
SC12510,48,2025,Phase_II,0,2,49.7,48,YES,Manual Entry,False
SC12510,49,2025,Phase_II,3,2,28.5,48,NO,HR System,False
SC12510,50,2025,Phase_II,4,2,55.1,48,YES,HR System,True
SC12511,44,2025,Phase_I,7,6,56.7,36,NO,HR System,
SC12511,45,2025,Phase_II,5,2,37.5,48,NO,Ops Control,
SC12511,46,2025,Phase_II,1,2,64.9,48,YES,Manual Entry,False
SC12511,47,2025,Phase_II,5,2,48.5,48,NO,Ops Control,False
SC12511,48,2025,Phase_II,2,2,28.6,48,YES,HR System,True
SC12511,49,2025,Phase_II,6,2,69.8,48,NO,Manual Entry,False
SC12511,50,2025,Phase_II,4,2,30.0,48,NO,HR System,False
SC12512,44,2025,Phase_I,7,6,34.8,36,NO,HR System,
SC12512,45,2025,Phase_II,1,2,43.2,48,NO,Ops Control,True
SC12512,46,2025,Phase_II,8,2,44.9,48,NO,Ops Control,True
SC12512,47,2025,Phase_II,7,2,53.6,48,NO,HR System,False
SC12512,48,2025,Phase_II,1,2,31.4,48,NO,Manual Entry,
